-239.0, 229.0, 
-210.0, 208.0, 
-183.0, 198.0, 
-176.0, 193.0, 
-166.0, 172.0, 
-92.0, 111.0, 
186.0, -57.0, 
244.0, -76.0, 
301.0, -92.0, 
324.0, -95.0, 
358.0, -99.0, 
486.0, -158.0, 
544.0, -166.0, 
591.0, -171.0, 
605.0, -174.0, 
622.0, -180.0, 
649.0, -189.0, 
1975.0, -492.0, 
2068.0, -493.0, 
703.0, -204.0, 
744.0, -207.0, 
762.0, -210.0, 
781.0, -224.0, 
1917.0, -484.0, 
799.0, -227.0, 
1861.0, -476.0, 
822.0, -243.0, 
1613.0, -448.0, 
1696.0, -453.0, 
1781.0, -462.0, 
1777.0, -454.0, 
875.0, -249.0, 
880.0, -251.0, 
940.0, -268.0, 
977.0, -273.0, 
1034.0, -289.0, 
1102.0, -297.0, 
1105.0, -301.0, 
1111.0, -307.0, 
1137.0, -312.0, 
1167.0, -332.0, 
1191.0, -337.0, 
1266.0, -353.0, 
1305.0, -360.0, 
1337.0, -361.0, 
1348.0, -365.0, 
1365.0, -370.0, 
1406.0, -379.0, 
1441.0, -382.0, 
1443.0, -384.0, 
1453.0, -385.0, 
1470.0, -393.0, 
1602.0, -428.0, 
1503.0, -394.0, 
1587.0, -416.0, 
1517.0, -406.0, 
1524.0, -408.0, 
1565.0, -411.0, 
1583.0, -414.0, 
1507.0, -402.0, 
1264.0, -339.0, 
1098.0, -291.0, 
1018.0, -275.0, 
919.0, -254.0, 
682.0, -190.0, 
380.0, -112.0, 
484.0, -156.0, 
397.0, -118.0, 
473.0, -136.0, 
444.0, -129.0, 
454.0, -132.0, 
374.0, -102.0, 
117.0, -16.0, 
152.0, -19.0, 
163.0, -22.0, 
177.0, -26.0, 
97.0, 6.0, 
-49.0, 98.0, 
-15.0, 60.0, 
83.0, 22.0, 
20.0, 57.0, 
28.0, 47.0, 
40.0, 35.0, 
75.0, 25.0, 
49.0, 31.0, 
67.0, 26.0, 
-16.0, 82.0, 
-22.0, 91.0, 
-24.0, 93.0, 
-156.0, 169.0, 
-136.0, 150.0, 
-102.0, 141.0, 
-168.0, 183.0, 
-259.0, 251.0, 
-244.0, 246.0, 
-999.0, 1437.0, 
-907.0, 1126.0, 
-269.0, 263.0, 
-279.0, 273.0, 
-899.0, 1116.0, 
-281.0, 275.0, 
-889.0, 1110.0, 
-311.0, 292.0, 
-295.0, 289.0, 
-884.0, 1102.0, 
-878.0, 1092.0, 
-825.0, 992.0, 
-820.0, 984.0, 
-764.0, 891.0, 
-749.0, 875.0, 
-685.0, 758.0, 
-429.0, 412.0, 
-333.0, 321.0, 
-315.0, 313.0, 
-318.0, 317.0, 
-413.0, 409.0, 
-391.0, 387.0, 
-341.0, 348.0, 
-379.0, 371.0, 
-349.0, 351.0, 
-364.0, 367.0, 
-362.0, 364.0, 
-354.0, 361.0, 
-395.0, 408.0, 
-679.0, 752.0, 
-664.0, 745.0, 
-639.0, 708.0, 
-610.0, 651.0, 
-556.0, 589.0, 
-447.0, 454.0, 
-493.0, 504.0, 
-472.0, 497.0, 
-455.0, 481.0, 
-462.0, 495.0, 
-458.0, 493.0, 
-523.0, 549.0, 
-505.0, 541.0, 
-496.0, 521.0, 
-538.0, 581.0, 
-562.0, 605.0, 
-585.0, 648.0, 
-572.0, 626.0, 
-578.0, 646.0, 
-626.0, 688.0, 
-615.0, 684.0, 
-631.0, 698.0, 
-649.0, 729.0, 
-652.0, 737.0, 
-688.0, 775.0, 
-697.0, 791.0, 
-702.0, 804.0, 
-734.0, 856.0, 
-713.0, 824.0, 
-704.0, 820.0, 
-728.0, 855.0, 
-714.0, 834.0, 
-718.0, 842.0, 
-810.0, 976.0, 
-772.0, 905.0, 
-805.0, 968.0, 
-799.0, 958.0, 
-775.0, 922.0, 
-788.0, 943.0, 
-793.0, 956.0, 
-800.0, 966.0, 
-828.0, 1009.0, 
-836.0, 1023.0, 
-839.0, 1040.0, 
-841.0, 1043.0, 
-845.0, 1054.0, 
-866.0, 1091.0, 
-858.0, 1074.0, 
-850.0, 1064.0, 
-910.0, 1143.0, 
-942.0, 1208.0, 
-917.0, 1182.0, 
-920.0, 1199.0, 
-945.0, 1225.0, 
-955.0, 1257.0, 
-946.0, 1254.0, 
-958.0, 1274.0, 
-959.0, 1303.0, 
-960.0, 1309.0, 
-965.0, 1313.0, 
-973.0, 1358.0, 
-977.0, 1400.0, 
-980.0, 1421.0, 
-1010.0, 1616.0
